Performance_Template_ID,Department_ID,Department,Role_Band,KPI_ID,KPI_Name,KPI_Group,KPI_Weight_pct,Measurement_Scope,Scoring_Direction,Floor_Value,Target_Value,Stretch_Value,Mandatory_Flag,Critical_KPI_Flag,Effective_Start_Date,Effective_End_Date,Active_Status
PT-IT-PROFESSIONAL,DEPARTMENT-007,IT,Professional/Mid-level,KPI-COM-TEAM,Teamwork and Professional Communication,TEAMWORK,5,Individual,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-IT-PROFESSIONAL,DEPARTMENT-007,IT,Professional/Mid-level,KPI-COM-LEARN,Learning and Adaptability,LEARNING,5,Individual,HIGHER_BETTER,60.0,82.0,95.0,Yes,No,2025-09-01,,Active
PT-IT-SENIOR,DEPARTMENT-007,IT,Senior/Lead,KPI-IT-001,IT Service Delivery Target Achievement,OUTPUT,25,Individual + Mentoring,HIGHER_BETTER,75,100,112,Yes,No,2025-09-01,,Active
PT-IT-SENIOR,DEPARTMENT-007,IT,Senior/Lead,KPI-IT-002,System Availability and Change Success,QUALITY,20,Individual + Mentoring,HIGHER_BETTER,97,99.3,99.9,Yes,No,2025-09-01,,Active
PT-IT-SENIOR,DEPARTMENT-007,IT,Senior/Lead,KPI-IT-003,Incident Resolution within SLA,EFFICIENCY,15,Individual + Mentoring,HIGHER_BETTER,80,92,98,Yes,No,2025-09-01,,Active
PT-IT-SENIOR,DEPARTMENT-007,IT,Senior/Lead,KPI-LEAD-MENTOR,Mentoring and Knowledge Transfer,MENTORING,15,Individual + Mentoring,HIGHER_BETTER,60.0,82.0,95.0,Yes,No,2025-09-01,,Active
PT-IT-SENIOR,DEPARTMENT-007,IT,Senior/Lead,KPI-COM-ATT,Attendance and Punctuality,ATTENDANCE,5,Individual + Mentoring,HIGHER_BETTER,90.0,95.0,99.0,Yes,No,2025-09-01,,Active
PT-IT-SENIOR,DEPARTMENT-007,IT,Senior/Lead,KPI-COM-RESP,Responsibility and Deadline Discipline,RESPONSIBILITY,8,Individual + Mentoring,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-IT-SENIOR,DEPARTMENT-007,IT,Senior/Lead,KPI-COM-TEAM,Teamwork and Professional Communication,TEAMWORK,7,Individual + Mentoring,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-IT-SENIOR,DEPARTMENT-007,IT,Senior/Lead,KPI-COM-LEARN,Learning and Adaptability,LEARNING,5,Individual + Mentoring,HIGHER_BETTER,60.0,82.0,95.0,Yes,No,2025-09-01,,Active
PT-IT-MANAGER,DEPARTMENT-007,IT,Manager/Head,KPI-IT-001,IT Service Delivery Target Achievement,OUTPUT,25,Team/Department,HIGHER_BETTER,75,100,112,Yes,No,2025-09-01,,Active
PT-IT-MANAGER,DEPARTMENT-007,IT,Manager/Head,KPI-IT-002,System Availability and Change Success,QUALITY,15,Team/Department,HIGHER_BETTER,97,99.3,99.9,Yes,No,2025-09-01,,Active
PT-IT-MANAGER,DEPARTMENT-007,IT,Manager/Head,KPI-IT-003,Incident Resolution within SLA,EFFICIENCY,10,Team/Department,HIGHER_BETTER,80,92,98,Yes,No,2025-09-01,,Active
PT-IT-MANAGER,DEPARTMENT-007,IT,Manager/Head,KPI-LEAD-TEAM,Team Leadership and Development,LEADERSHIP,25,Team/Department,HIGHER_BETTER,60.0,82.0,95.0,Yes,No,2025-09-01,,Active
PT-IT-MANAGER,DEPARTMENT-007,IT,Manager/Head,KPI-COM-ATT,Attendance and Punctuality,ATTENDANCE,3,Team/Department,HIGHER_BETTER,90.0,95.0,99.0,Yes,No,2025-09-01,,Active
PT-IT-MANAGER,DEPARTMENT-007,IT,Manager/Head,KPI-COM-RESP,Responsibility and Deadline Discipline,RESPONSIBILITY,10,Team/Department,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-IT-MANAGER,DEPARTMENT-007,IT,Manager/Head,KPI-COM-TEAM,Teamwork and Professional Communication,TEAMWORK,7,Team/Department,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-IT-MANAGER,DEPARTMENT-007,IT,Manager/Head,KPI-COM-LEARN,Learning and Adaptability,LEARNING,5,Team/Department,HIGHER_BETTER,60.0,82.0,95.0,Yes,No,2025-09-01,,Active
PT-MED-INTERN,DEPARTMENT-008,Medical Care,Intern/Trainee,KPI-MED-001,Planned Clinical Service Completion,OUTPUT,15,Individual,HIGHER_BETTER,80,100,108,Yes,No,2025-09-01,,Active
PT-MED-INTERN,DEPARTMENT-008,Medical Care,Intern/Trainee,KPI-MED-002,Clinical Protocol and Documentation Compliance,QUALITY,15,Individual,HIGHER_BETTER,90,97,100,Yes,Yes,2025-09-01,,Active
PT-MED-INTERN,DEPARTMENT-008,Medical Care,Intern/Trainee,KPI-MED-003,Patient Safety and Care Timeliness Score,EFFICIENCY,10,Individual,HIGHER_BETTER,75,90,97,Yes,No,2025-09-01,,Active
PT-MED-INTERN,DEPARTMENT-008,Medical Care,Intern/Trainee,KPI-COM-ATT,Attendance and Punctuality,ATTENDANCE,15,Individual,HIGHER_BETTER,90.0,95.0,99.0,Yes,No,2025-09-01,,Active
PT-MED-INTERN,DEPARTMENT-008,Medical Care,Intern/Trainee,KPI-COM-RESP,Responsibility and Deadline Discipline,RESPONSIBILITY,15,Individual,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-MED-INTERN,DEPARTMENT-008,Medical Care,Intern/Trainee,KPI-COM-TEAM,Teamwork and Professional Communication,TEAMWORK,10,Individual,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-MED-INTERN,DEPARTMENT-008,Medical Care,Intern/Trainee,KPI-COM-LEARN,Learning and Adaptability,LEARNING,20,Individual,HIGHER_BETTER,60.0,82.0,95.0,Yes,No,2025-09-01,,Active
PT-MED-JUNIOR,DEPARTMENT-008,Medical Care,Junior/Assistant,KPI-MED-001,Planned Clinical Service Completion,OUTPUT,25,Individual,HIGHER_BETTER,80,100,108,Yes,No,2025-09-01,,Active
PT-MED-JUNIOR,DEPARTMENT-008,Medical Care,Junior/Assistant,KPI-MED-002,Clinical Protocol and Documentation Compliance,QUALITY,20,Individual,HIGHER_BETTER,90,97,100,Yes,Yes,2025-09-01,,Active
PT-MED-JUNIOR,DEPARTMENT-008,Medical Care,Junior/Assistant,KPI-MED-003,Patient Safety and Care Timeliness Score,EFFICIENCY,15,Individual,HIGHER_BETTER,75,90,97,Yes,No,2025-09-01,,Active
PT-MED-JUNIOR,DEPARTMENT-008,Medical Care,Junior/Assistant,KPI-COM-ATT,Attendance and Punctuality,ATTENDANCE,10,Individual,HIGHER_BETTER,90.0,95.0,99.0,Yes,No,2025-09-01,,Active
PT-MED-JUNIOR,DEPARTMENT-008,Medical Care,Junior/Assistant,KPI-COM-RESP,Responsibility and Deadline Discipline,RESPONSIBILITY,10,Individual,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-MED-JUNIOR,DEPARTMENT-008,Medical Care,Junior/Assistant,KPI-COM-TEAM,Teamwork and Professional Communication,TEAMWORK,10,Individual,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-MED-JUNIOR,DEPARTMENT-008,Medical Care,Junior/Assistant,KPI-COM-LEARN,Learning and Adaptability,LEARNING,10,Individual,HIGHER_BETTER,60.0,82.0,95.0,Yes,No,2025-09-01,,Active
PT-MED-PROFESSIONAL,DEPARTMENT-008,Medical Care,Professional/Mid-level,KPI-MED-001,Planned Clinical Service Completion,OUTPUT,30,Individual,HIGHER_BETTER,80,100,108,Yes,No,2025-09-01,,Active
PT-MED-PROFESSIONAL,DEPARTMENT-008,Medical Care,Professional/Mid-level,KPI-MED-002,Clinical Protocol and Documentation Compliance,QUALITY,25,Individual,HIGHER_BETTER,90,97,100,Yes,Yes,2025-09-01,,Active
PT-MED-PROFESSIONAL,DEPARTMENT-008,Medical Care,Professional/Mid-level,KPI-MED-003,Patient Safety and Care Timeliness Score,EFFICIENCY,20,Individual,HIGHER_BETTER,75,90,97,Yes,No,2025-09-01,,Active
PT-MED-PROFESSIONAL,DEPARTMENT-008,Medical Care,Professional/Mid-level,KPI-COM-ATT,Attendance and Punctuality,ATTENDANCE,8,Individual,HIGHER_BETTER,90.0,95.0,99.0,Yes,No,2025-09-01,,Active
PT-MED-PROFESSIONAL,DEPARTMENT-008,Medical Care,Professional/Mid-level,KPI-COM-RESP,Responsibility and Deadline Discipline,RESPONSIBILITY,7,Individual,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-MED-PROFESSIONAL,DEPARTMENT-008,Medical Care,Professional/Mid-level,KPI-COM-TEAM,Teamwork and Professional Communication,TEAMWORK,5,Individual,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-MED-PROFESSIONAL,DEPARTMENT-008,Medical Care,Professional/Mid-level,KPI-COM-LEARN,Learning and Adaptability,LEARNING,5,Individual,HIGHER_BETTER,60.0,82.0,95.0,Yes,No,2025-09-01,,Active
PT-MED-SENIOR,DEPARTMENT-008,Medical Care,Senior/Lead,KPI-MED-001,Planned Clinical Service Completion,OUTPUT,25,Individual + Mentoring,HIGHER_BETTER,80,100,108,Yes,No,2025-09-01,,Active
PT-MED-SENIOR,DEPARTMENT-008,Medical Care,Senior/Lead,KPI-MED-002,Clinical Protocol and Documentation Compliance,QUALITY,20,Individual + Mentoring,HIGHER_BETTER,90,97,100,Yes,Yes,2025-09-01,,Active
PT-MED-SENIOR,DEPARTMENT-008,Medical Care,Senior/Lead,KPI-MED-003,Patient Safety and Care Timeliness Score,EFFICIENCY,15,Individual + Mentoring,HIGHER_BETTER,75,90,97,Yes,No,2025-09-01,,Active
PT-MED-SENIOR,DEPARTMENT-008,Medical Care,Senior/Lead,KPI-LEAD-MENTOR,Mentoring and Knowledge Transfer,MENTORING,15,Individual + Mentoring,HIGHER_BETTER,60.0,82.0,95.0,Yes,No,2025-09-01,,Active
PT-MED-SENIOR,DEPARTMENT-008,Medical Care,Senior/Lead,KPI-COM-ATT,Attendance and Punctuality,ATTENDANCE,5,Individual + Mentoring,HIGHER_BETTER,90.0,95.0,99.0,Yes,No,2025-09-01,,Active
PT-MED-SENIOR,DEPARTMENT-008,Medical Care,Senior/Lead,KPI-COM-RESP,Responsibility and Deadline Discipline,RESPONSIBILITY,8,Individual + Mentoring,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-MED-SENIOR,DEPARTMENT-008,Medical Care,Senior/Lead,KPI-COM-TEAM,Teamwork and Professional Communication,TEAMWORK,7,Individual + Mentoring,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-MED-SENIOR,DEPARTMENT-008,Medical Care,Senior/Lead,KPI-COM-LEARN,Learning and Adaptability,LEARNING,5,Individual + Mentoring,HIGHER_BETTER,60.0,82.0,95.0,Yes,No,2025-09-01,,Active
PT-MED-MANAGER,DEPARTMENT-008,Medical Care,Manager/Head,KPI-MED-001,Planned Clinical Service Completion,OUTPUT,25,Team/Department,HIGHER_BETTER,80,100,108,Yes,No,2025-09-01,,Active
PT-MED-MANAGER,DEPARTMENT-008,Medical Care,Manager/Head,KPI-MED-002,Clinical Protocol and Documentation Compliance,QUALITY,15,Team/Department,HIGHER_BETTER,90,97,100,Yes,Yes,2025-09-01,,Active
PT-MED-MANAGER,DEPARTMENT-008,Medical Care,Manager/Head,KPI-MED-003,Patient Safety and Care Timeliness Score,EFFICIENCY,10,Team/Department,HIGHER_BETTER,75,90,97,Yes,No,2025-09-01,,Active
PT-MED-MANAGER,DEPARTMENT-008,Medical Care,Manager/Head,KPI-LEAD-TEAM,Team Leadership and Development,LEADERSHIP,25,Team/Department,HIGHER_BETTER,60.0,82.0,95.0,Yes,No,2025-09-01,,Active
PT-MED-MANAGER,DEPARTMENT-008,Medical Care,Manager/Head,KPI-COM-ATT,Attendance and Punctuality,ATTENDANCE,3,Team/Department,HIGHER_BETTER,90.0,95.0,99.0,Yes,No,2025-09-01,,Active
PT-MED-MANAGER,DEPARTMENT-008,Medical Care,Manager/Head,KPI-COM-RESP,Responsibility and Deadline Discipline,RESPONSIBILITY,10,Team/Department,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-MED-MANAGER,DEPARTMENT-008,Medical Care,Manager/Head,KPI-COM-TEAM,Teamwork and Professional Communication,TEAMWORK,7,Team/Department,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-MED-MANAGER,DEPARTMENT-008,Medical Care,Manager/Head,KPI-COM-LEARN,Learning and Adaptability,LEARNING,5,Team/Department,HIGHER_BETTER,60.0,82.0,95.0,Yes,No,2025-09-01,,Active
PT-TRN-INTERN,DEPARTMENT-009,Training & Development,Intern/Trainee,KPI-TRN-001,Training Delivery Target Achievement,OUTPUT,15,Individual,HIGHER_BETTER,75,100,112,Yes,No,2025-09-01,,Active
PT-TRN-INTERN,DEPARTMENT-009,Training & Development,Intern/Trainee,KPI-TRN-002,Learner Knowledge Improvement,QUALITY,15,Individual,HIGHER_BETTER,8,20,30,Yes,No,2025-09-01,,Active
PT-TRN-INTERN,DEPARTMENT-009,Training & Development,Intern/Trainee,KPI-TRN-003,Learner Satisfaction and Application Score,EFFICIENCY,10,Individual,HIGHER_BETTER,75,88,95,Yes,No,2025-09-01,,Active
PT-TRN-INTERN,DEPARTMENT-009,Training & Development,Intern/Trainee,KPI-COM-ATT,Attendance and Punctuality,ATTENDANCE,15,Individual,HIGHER_BETTER,90.0,95.0,99.0,Yes,No,2025-09-01,,Active
PT-TRN-INTERN,DEPARTMENT-009,Training & Development,Intern/Trainee,KPI-COM-RESP,Responsibility and Deadline Discipline,RESPONSIBILITY,15,Individual,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-TRN-INTERN,DEPARTMENT-009,Training & Development,Intern/Trainee,KPI-COM-TEAM,Teamwork and Professional Communication,TEAMWORK,10,Individual,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-TRN-INTERN,DEPARTMENT-009,Training & Development,Intern/Trainee,KPI-COM-LEARN,Learning and Adaptability,LEARNING,20,Individual,HIGHER_BETTER,60.0,82.0,95.0,Yes,No,2025-09-01,,Active
PT-TRN-JUNIOR,DEPARTMENT-009,Training & Development,Junior/Assistant,KPI-TRN-001,Training Delivery Target Achievement,OUTPUT,25,Individual,HIGHER_BETTER,75,100,112,Yes,No,2025-09-01,,Active
PT-TRN-JUNIOR,DEPARTMENT-009,Training & Development,Junior/Assistant,KPI-TRN-002,Learner Knowledge Improvement,QUALITY,20,Individual,HIGHER_BETTER,8,20,30,Yes,No,2025-09-01,,Active
PT-TRN-JUNIOR,DEPARTMENT-009,Training & Development,Junior/Assistant,KPI-TRN-003,Learner Satisfaction and Application Score,EFFICIENCY,15,Individual,HIGHER_BETTER,75,88,95,Yes,No,2025-09-01,,Active
PT-TRN-JUNIOR,DEPARTMENT-009,Training & Development,Junior/Assistant,KPI-COM-ATT,Attendance and Punctuality,ATTENDANCE,10,Individual,HIGHER_BETTER,90.0,95.0,99.0,Yes,No,2025-09-01,,Active
PT-TRN-JUNIOR,DEPARTMENT-009,Training & Development,Junior/Assistant,KPI-COM-RESP,Responsibility and Deadline Discipline,RESPONSIBILITY,10,Individual,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-TRN-JUNIOR,DEPARTMENT-009,Training & Development,Junior/Assistant,KPI-COM-TEAM,Teamwork and Professional Communication,TEAMWORK,10,Individual,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-TRN-JUNIOR,DEPARTMENT-009,Training & Development,Junior/Assistant,KPI-COM-LEARN,Learning and Adaptability,LEARNING,10,Individual,HIGHER_BETTER,60.0,82.0,95.0,Yes,No,2025-09-01,,Active
PT-TRN-PROFESSIONAL,DEPARTMENT-009,Training & Development,Professional/Mid-level,KPI-TRN-001,Training Delivery Target Achievement,OUTPUT,30,Individual,HIGHER_BETTER,75,100,112,Yes,No,2025-09-01,,Active
PT-TRN-PROFESSIONAL,DEPARTMENT-009,Training & Development,Professional/Mid-level,KPI-TRN-002,Learner Knowledge Improvement,QUALITY,25,Individual,HIGHER_BETTER,8,20,30,Yes,No,2025-09-01,,Active
PT-TRN-PROFESSIONAL,DEPARTMENT-009,Training & Development,Professional/Mid-level,KPI-TRN-003,Learner Satisfaction and Application Score,EFFICIENCY,20,Individual,HIGHER_BETTER,75,88,95,Yes,No,2025-09-01,,Active
PT-TRN-PROFESSIONAL,DEPARTMENT-009,Training & Development,Professional/Mid-level,KPI-COM-ATT,Attendance and Punctuality,ATTENDANCE,8,Individual,HIGHER_BETTER,90.0,95.0,99.0,Yes,No,2025-09-01,,Active
PT-TRN-PROFESSIONAL,DEPARTMENT-009,Training & Development,Professional/Mid-level,KPI-COM-RESP,Responsibility and Deadline Discipline,RESPONSIBILITY,7,Individual,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-TRN-PROFESSIONAL,DEPARTMENT-009,Training & Development,Professional/Mid-level,KPI-COM-TEAM,Teamwork and Professional Communication,TEAMWORK,5,Individual,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-TRN-PROFESSIONAL,DEPARTMENT-009,Training & Development,Professional/Mid-level,KPI-COM-LEARN,Learning and Adaptability,LEARNING,5,Individual,HIGHER_BETTER,60.0,82.0,95.0,Yes,No,2025-09-01,,Active
PT-TRN-SENIOR,DEPARTMENT-009,Training & Development,Senior/Lead,KPI-TRN-001,Training Delivery Target Achievement,OUTPUT,25,Individual + Mentoring,HIGHER_BETTER,75,100,112,Yes,No,2025-09-01,,Active
PT-TRN-SENIOR,DEPARTMENT-009,Training & Development,Senior/Lead,KPI-TRN-002,Learner Knowledge Improvement,QUALITY,20,Individual + Mentoring,HIGHER_BETTER,8,20,30,Yes,No,2025-09-01,,Active
PT-TRN-SENIOR,DEPARTMENT-009,Training & Development,Senior/Lead,KPI-TRN-003,Learner Satisfaction and Application Score,EFFICIENCY,15,Individual + Mentoring,HIGHER_BETTER,75,88,95,Yes,No,2025-09-01,,Active
PT-TRN-SENIOR,DEPARTMENT-009,Training & Development,Senior/Lead,KPI-LEAD-MENTOR,Mentoring and Knowledge Transfer,MENTORING,15,Individual + Mentoring,HIGHER_BETTER,60.0,82.0,95.0,Yes,No,2025-09-01,,Active
PT-TRN-SENIOR,DEPARTMENT-009,Training & Development,Senior/Lead,KPI-COM-ATT,Attendance and Punctuality,ATTENDANCE,5,Individual + Mentoring,HIGHER_BETTER,90.0,95.0,99.0,Yes,No,2025-09-01,,Active
PT-TRN-SENIOR,DEPARTMENT-009,Training & Development,Senior/Lead,KPI-COM-RESP,Responsibility and Deadline Discipline,RESPONSIBILITY,8,Individual + Mentoring,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-TRN-SENIOR,DEPARTMENT-009,Training & Development,Senior/Lead,KPI-COM-TEAM,Teamwork and Professional Communication,TEAMWORK,7,Individual + Mentoring,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-TRN-SENIOR,DEPARTMENT-009,Training & Development,Senior/Lead,KPI-COM-LEARN,Learning and Adaptability,LEARNING,5,Individual + Mentoring,HIGHER_BETTER,60.0,82.0,95.0,Yes,No,2025-09-01,,Active
PT-TRN-MANAGER,DEPARTMENT-009,Training & Development,Manager/Head,KPI-TRN-001,Training Delivery Target Achievement,OUTPUT,25,Team/Department,HIGHER_BETTER,75,100,112,Yes,No,2025-09-01,,Active
PT-TRN-MANAGER,DEPARTMENT-009,Training & Development,Manager/Head,KPI-TRN-002,Learner Knowledge Improvement,QUALITY,15,Team/Department,HIGHER_BETTER,8,20,30,Yes,No,2025-09-01,,Active
PT-TRN-MANAGER,DEPARTMENT-009,Training & Development,Manager/Head,KPI-TRN-003,Learner Satisfaction and Application Score,EFFICIENCY,10,Team/Department,HIGHER_BETTER,75,88,95,Yes,No,2025-09-01,,Active
PT-TRN-MANAGER,DEPARTMENT-009,Training & Development,Manager/Head,KPI-LEAD-TEAM,Team Leadership and Development,LEADERSHIP,25,Team/Department,HIGHER_BETTER,60.0,82.0,95.0,Yes,No,2025-09-01,,Active
PT-TRN-MANAGER,DEPARTMENT-009,Training & Development,Manager/Head,KPI-COM-ATT,Attendance and Punctuality,ATTENDANCE,3,Team/Department,HIGHER_BETTER,90.0,95.0,99.0,Yes,No,2025-09-01,,Active
PT-TRN-MANAGER,DEPARTMENT-009,Training & Development,Manager/Head,KPI-COM-RESP,Responsibility and Deadline Discipline,RESPONSIBILITY,10,Team/Department,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-TRN-MANAGER,DEPARTMENT-009,Training & Development,Manager/Head,KPI-COM-TEAM,Teamwork and Professional Communication,TEAMWORK,7,Team/Department,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-TRN-MANAGER,DEPARTMENT-009,Training & Development,Manager/Head,KPI-COM-LEARN,Learning and Adaptability,LEARNING,5,Team/Department,HIGHER_BETTER,60.0,82.0,95.0,Yes,No,2025-09-01,,Active
PT-ADM-INTERN,DEPARTMENT-010,Administration & Facilities,Intern/Trainee,KPI-ADM-001,Administration Service Target Achievement,OUTPUT,15,Individual,HIGHER_BETTER,75,100,112,Yes,No,2025-09-01,,Active
PT-ADM-INTERN,DEPARTMENT-010,Administration & Facilities,Intern/Trainee,KPI-ADM-002,Facility and Maintenance Reliability,QUALITY,15,Individual,HIGHER_BETTER,85,95,99,Yes,No,2025-09-01,,Active
PT-ADM-INTERN,DEPARTMENT-010,Administration & Facilities,Intern/Trainee,KPI-ADM-003,Administrative Cost Variance,EFFICIENCY,10,Individual,LOWER_BETTER,10,5,1,Yes,No,2025-09-01,,Active
PT-ADM-INTERN,DEPARTMENT-010,Administration & Facilities,Intern/Trainee,KPI-COM-ATT,Attendance and Punctuality,ATTENDANCE,15,Individual,HIGHER_BETTER,90.0,95.0,99.0,Yes,No,2025-09-01,,Active
PT-ADM-INTERN,DEPARTMENT-010,Administration & Facilities,Intern/Trainee,KPI-COM-RESP,Responsibility and Deadline Discipline,RESPONSIBILITY,15,Individual,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-ADM-INTERN,DEPARTMENT-010,Administration & Facilities,Intern/Trainee,KPI-COM-TEAM,Teamwork and Professional Communication,TEAMWORK,10,Individual,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-ADM-INTERN,DEPARTMENT-010,Administration & Facilities,Intern/Trainee,KPI-COM-LEARN,Learning and Adaptability,LEARNING,20,Individual,HIGHER_BETTER,60.0,82.0,95.0,Yes,No,2025-09-01,,Active
PT-ADM-JUNIOR,DEPARTMENT-010,Administration & Facilities,Junior/Assistant,KPI-ADM-001,Administration Service Target Achievement,OUTPUT,25,Individual,HIGHER_BETTER,75,100,112,Yes,No,2025-09-01,,Active
PT-ADM-JUNIOR,DEPARTMENT-010,Administration & Facilities,Junior/Assistant,KPI-ADM-002,Facility and Maintenance Reliability,QUALITY,20,Individual,HIGHER_BETTER,85,95,99,Yes,No,2025-09-01,,Active
PT-ADM-JUNIOR,DEPARTMENT-010,Administration & Facilities,Junior/Assistant,KPI-ADM-003,Administrative Cost Variance,EFFICIENCY,15,Individual,LOWER_BETTER,10,5,1,Yes,No,2025-09-01,,Active
PT-ADM-JUNIOR,DEPARTMENT-010,Administration & Facilities,Junior/Assistant,KPI-COM-ATT,Attendance and Punctuality,ATTENDANCE,10,Individual,HIGHER_BETTER,90.0,95.0,99.0,Yes,No,2025-09-01,,Active
PT-ADM-JUNIOR,DEPARTMENT-010,Administration & Facilities,Junior/Assistant,KPI-COM-RESP,Responsibility and Deadline Discipline,RESPONSIBILITY,10,Individual,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-ADM-JUNIOR,DEPARTMENT-010,Administration & Facilities,Junior/Assistant,KPI-COM-TEAM,Teamwork and Professional Communication,TEAMWORK,10,Individual,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-ADM-JUNIOR,DEPARTMENT-010,Administration & Facilities,Junior/Assistant,KPI-COM-LEARN,Learning and Adaptability,LEARNING,10,Individual,HIGHER_BETTER,60.0,82.0,95.0,Yes,No,2025-09-01,,Active
PT-ADM-PROFESSIONAL,DEPARTMENT-010,Administration & Facilities,Professional/Mid-level,KPI-ADM-001,Administration Service Target Achievement,OUTPUT,30,Individual,HIGHER_BETTER,75,100,112,Yes,No,2025-09-01,,Active
PT-ADM-PROFESSIONAL,DEPARTMENT-010,Administration & Facilities,Professional/Mid-level,KPI-ADM-002,Facility and Maintenance Reliability,QUALITY,25,Individual,HIGHER_BETTER,85,95,99,Yes,No,2025-09-01,,Active
PT-ADM-PROFESSIONAL,DEPARTMENT-010,Administration & Facilities,Professional/Mid-level,KPI-ADM-003,Administrative Cost Variance,EFFICIENCY,20,Individual,LOWER_BETTER,10,5,1,Yes,No,2025-09-01,,Active
PT-ADM-PROFESSIONAL,DEPARTMENT-010,Administration & Facilities,Professional/Mid-level,KPI-COM-ATT,Attendance and Punctuality,ATTENDANCE,8,Individual,HIGHER_BETTER,90.0,95.0,99.0,Yes,No,2025-09-01,,Active
PT-ADM-PROFESSIONAL,DEPARTMENT-010,Administration & Facilities,Professional/Mid-level,KPI-COM-RESP,Responsibility and Deadline Discipline,RESPONSIBILITY,7,Individual,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-ADM-PROFESSIONAL,DEPARTMENT-010,Administration & Facilities,Professional/Mid-level,KPI-COM-TEAM,Teamwork and Professional Communication,TEAMWORK,5,Individual,HIGHER_BETTER,65.0,85.0,95.0,Yes,No,2025-09-01,,Active
PT-ADM-PROFESSIONAL,DEPARTMENT-010,Administration & Facilities,Professional/Mid-level,KPI-COM-LEARN,Learning and Adaptability,LEARNING,5,Individual,HIGHER_BETTER,60.0,82.0,95.0,Yes,No,2025-09-01,,Active
PT-ADM-SENIOR,DEPARTMENT-010,Administration & Facilities,Senior/Lead,KPI-ADM-001,Administration Service Target Achievement,OUTPUT,25,Individual + Mentoring,HIGHER_BETTER,75,100,112,Yes,No,2025-09-01,,Active
PT-ADM-SENIOR,DEPARTMENT-010,Administration & Facilities,Senior/Lead,KPI-ADM-002,Facility and Maintenance Reliability,QUALITY,20,Individual + Mentoring,HIGHER_BETTER,85,95,99,Yes,No,2025-09-01,,Active
PT-ADM-SENIOR,DEPARTMENT-010,Administration & Facilities,Senior/Lead,KPI-ADM-003,Administrative Cost Variance,EFFICIENCY,15,Individual + Mentoring,LOWER_BETTER,10,5,1,Yes,No,2025-09-01,,Active
PT-ADM-SENIOR,DEPARTMENT-010,Administration & Facilities,Senior/Lead,KPI-LEAD-MENTOR,Mentoring and Knowledge Transfer,MENTORING,15,Individual + Mentoring,HIGHER_BETTER,60.0,82.0,95.0,Yes,No,2025-09-01,,Active
PT-ADM-SENIOR,DEPARTMENT-010,Administration & Facilities,Senior/Lead,KPI-COM-ATT,Attendance and Punctuality,ATTENDANCE,5,Individual + Mentoring,HIGHER_BETTER,90.0,95.0,99.0,Yes,No,2025-09-01,,Active
